FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.1830,1830,POINT (16.31437260965206 48.16580121511291),Hetzendorf,Hetzendorf,"16A, 64A",511,
OEFFHALTESTOGD.1831,1831,POINT (16.268793529152166 48.17919490508328),Gobergasse,Gobergasse,"54A, 54B",410,
OEFFHALTESTOGD.1832,1832,POINT (16.34404982712048 48.19076434217871),Sonnenuhrgasse,Sonnenuhrgasse,57A,1275,
OEFFHALTESTOGD.1833,1833,POINT (16.319142516253663 48.22442540988817),Hernalser Friedhof,Hernalser Friedhof,42A,1682,
OEFFHALTESTOGD.1834,1834,POINT (16.27321143126712 48.187686264229455),Rohrbacherstraﬂe,Rohrbacherstraﬂe,"53A, 54A, 54B",1109,
OEFFHALTESTOGD.1835,1835,POINT (16.266774562866136 48.135904442215654),Kaiser-Franz-Josef-Straﬂe,Kaiser-Franz-Josef-Straﬂe,60A,637,
OEFFHALTESTOGD.1836,1836,POINT (16.27714766908642 48.14959542681258),Karl-Schwed-Gasse,Karl-Schwed-Gasse,60A,655,
OEFFHALTESTOGD.1837,1837,POINT (16.36744438113185 48.213010764978534),Renngasse,Renngasse,2A,1090,
OEFFHALTESTOGD.1838,1838,POINT (16.373044951389616 48.20899648503462),Stephansplatz,Stephansplatz,3A,1320,
OEFFHALTESTOGD.1839,1839,POINT (16.36937587496811 48.20474217767445),Albertinaplatz,Albertinaplatz,2A,20,
OEFFHALTESTOGD.1840,1840,POINT (16.37736897530769 48.20750681334237),Riemergasse,Riemergasse,3A,1102,
OEFFHALTESTOGD.1841,1841,POINT (16.37185516690033 48.21112734378556),Hoher Markt,Hoher Markt,3A,544,
OEFFHALTESTOGD.1842,1842,POINT (16.3743245929038 48.20000978277224),Lothringerstraﬂe,Lothringerstraﬂe,4A,1194,
OEFFHALTESTOGD.1843,1843,POINT (16.375807221043512 48.22255587401504),Obere Augartenstraﬂe,Obere Augartenstraﬂe,"5A, 5B",961,
OEFFHALTESTOGD.1844,1844,POINT (16.392402510607273 48.20231395857818),Rochusgasse,Rochusgasse,4A,1104,
OEFFHALTESTOGD.1845,1845,POINT (16.394828759299223 48.20536293146744),Rasumofskygasse,Rasumofskygasse,4A,1041,
OEFFHALTESTOGD.1846,1846,POINT (16.398003503923054 48.20630152951147),Wittelsbachstraﬂe,Wittelsbachstraﬂe,"4A, 80A",1497,
OEFFHALTESTOGD.1847,1847,POINT (16.373788408620463 48.19967266682337),Lothringerstraﬂe,Lothringerstraﬂe,4A,1194,
OEFFHALTESTOGD.1848,1848,POINT (16.380066663537328 48.24396840531414),Friedrich-Engels-Platz,Friedrich-Engels-Platz,"11A, 11B, 5A",363,
OEFFHALTESTOGD.1849,1849,POINT (16.388801605720683 48.23614152561723),Engerthstraﬂe/Traisengasse,Engerthstraﬂe/Traisengasse,"37A, 5A",280,
OEFFHALTESTOGD.1850,1850,POINT (16.380494525505444 48.23743015796458),Dresdner Straﬂe,Dresdner Straﬂe,5A,500,
OEFFHALTESTOGD.1851,1851,POINT (16.370298203745854 48.22598656129523),Gauﬂplatz,Gauﬂplatz,5A,380,
OEFFHALTESTOGD.1852,1852,POINT (16.380361494989213 48.21634021277506),Karmeliterplatz,Karmeliterplatz,5A,659,
OEFFHALTESTOGD.1853,1853,POINT (16.298119249561605 48.13757513655541),An den Steinfeldern,An den Steinfeldern,61A,59,
OEFFHALTESTOGD.1854,1854,POINT (16.297999671147707 48.140922411460046),Carlbergergasse,Carlbergergasse,61A,204,
OEFFHALTESTOGD.1855,1855,POINT (16.303790813630883 48.14107935035489),Kugelmanngasse,Kugelmanngasse,61A,726,
OEFFHALTESTOGD.1856,1856,POINT (16.312463725831506 48.14064044684287),Herziggasse,Herziggasse,61A,1603,
OEFFHALTESTOGD.1857,1857,POINT (16.27561566965798 48.136791800871244),Korbgasse,Korbgasse,60A,707,
OEFFHALTESTOGD.1858,1858,POINT (16.261650793527306 48.133452021243286),Rodaun,Rodaun,60A,1105,
OEFFHALTESTOGD.1859,1859,POINT (16.262143364058037 48.14405317455987),Maurer Berg,Maurer Berg,60A,852,
OEFFHALTESTOGD.1860,1860,POINT (16.25826513400419 48.144910673046375),Lindauergasse,Lindauergasse,60A,799,
OEFFHALTESTOGD.1861,1861,POINT (16.28732242336556 48.1466242713525),Atzgersdorf,Atzgersdorf,60A,94,
OEFFHALTESTOGD.1862,1862,POINT (16.28814866202626 48.14692168721239),Atzgersdorf,Atzgersdorf,60A,94,
OEFFHALTESTOGD.1863,1863,POINT (16.29118394590861 48.141823945829614),Marenabr¸cke,Marenabr¸cke,60A,826,
OEFFHALTESTOGD.1864,1864,POINT (16.297920508238693 48.143462443038565),Atzgersdorf Friedhof,Atzgersdorf Friedhof,60A,92,
OEFFHALTESTOGD.1865,1865,POINT (16.29698215153068 48.14586305591333),Brunner Straﬂe/Erlaaer Straﬂe,Brunner Straﬂe/Erlaaer Straﬂe,60A,174,
OEFFHALTESTOGD.1866,1866,POINT (16.331770929861918 48.17507291519316),Meidling,Meidling,59A,1015,
OEFFHALTESTOGD.1867,1867,POINT (16.33237925995836 48.1748165626581),"Meidling, Eichenstraﬂe","Meidling, Eichenstraﬂe","59A, 9A",1262,
OEFFHALTESTOGD.1868,1868,POINT (16.342181449164457 48.1827713704364),Wolfganggasse/Steinbauergasse,Wolfganggasse/Steinbauergasse,59A,1469,
OEFFHALTESTOGD.1869,1869,POINT (16.349048765891588 48.18512950817549),Einsiedlerplatz,Einsiedlerplatz,59A,269,
OEFFHALTESTOGD.1870,1870,POINT (16.35665571618984 48.19223846519507),Margaretenplatz/Schˆnbrunner Straﬂe,Margaretenplatz/Schˆnbrunner Straﬂe,59A,829,
OEFFHALTESTOGD.1871,1871,POINT (16.360671577450244 48.19266767267767),Ziegelofengasse,Ziegelofengasse,59A,1529,
OEFFHALTESTOGD.1872,1872,POINT (16.366752141121605 48.19964510966951),B‰renm¸hldurchgang,B‰renm¸hldurchgang,59A,193,
OEFFHALTESTOGD.1873,1873,POINT (16.36903454798759 48.20155210378605),Karlsplatz,Karlsplatz,59A,657,
OEFFHALTESTOGD.1874,1874,POINT (16.368635363468044 48.20236783581758),K‰rntner Ring/Oper,K‰rntner Ring/Oper,59A,975,
OEFFHALTESTOGD.1875,1875,POINT (16.363287764795786 48.195184690172844),Preﬂgasse,Preﬂgasse,59A,1047,
OEFFHALTESTOGD.1876,1876,POINT (16.3356244029853 48.17593525589199),Dˆrfelstraﬂe,Dˆrfelstraﬂe,59A,865,
OEFFHALTESTOGD.1877,1877,POINT (16.333804601112025 48.18818764814173),Stiegergasse,Stiegergasse,57A,1324,
OEFFHALTESTOGD.1878,1878,POINT (16.34715426480794 48.19115281374098),Br¸ckengasse,Br¸ckengasse,57A,175,
OEFFHALTESTOGD.1879,1879,POINT (16.350649209057874 48.19483898527099),Esterhazygasse,Esterhazygasse,57A,293,
OEFFHALTESTOGD.1880,1880,POINT (16.353746451510037 48.19756231412738),Haus des Meeres,Haus des Meeres,57A,662,
OEFFHALTESTOGD.1881,1881,POINT (16.353007948075234 48.197246480126886),Haus des Meeres,Haus des Meeres,57A,662,
OEFFHALTESTOGD.1882,1882,POINT (16.362680484147607 48.20158462294202),Getreidemarkt,Getreidemarkt,57A,396,
OEFFHALTESTOGD.1883,1883,POINT (16.36373753780512 48.20365258835489),Burgring,Burgring,57A,190,
OEFFHALTESTOGD.1884,1884,POINT (16.362510694932073 48.20274817094288),Museumsquartier,Museumsquartier,57A,835,
OEFFHALTESTOGD.1885,1885,POINT (16.302071575475907 48.16898826457019),Rosenh¸gelstraﬂe,Rosenh¸gelstraﬂe,56B,1114,
OEFFHALTESTOGD.1886,1886,POINT (16.28234224468384 48.1522060048275),Am Spiegeln,Am Spiegeln,"56A, 58A",49,
OEFFHALTESTOGD.2436,2436,POINT (16.455420848626975 48.154788011835684),Pantucekgasse/Widholzgasse,Pantucekgasse/Widholzgasse,6,1669,
OEFFHALTESTOGD.2437,2437,POINT (16.36720998718399 48.19612909577402),Paulanergasse,Paulanergasse,"1, 62",996,
OEFFHALTESTOGD.2438,2438,POINT (16.32732844786329 48.20500672237208),Camillo-Sitte-Gasse,Camillo-Sitte-Gasse,9,197,
OEFFHALTESTOGD.2439,2439,POINT (16.34071995659695 48.210962131772234),Blindengasse,Blindengasse,"2, 33, 5",148,
OEFFHALTESTOGD.2440,2440,POINT (16.414530013387537 48.25321465453775),Fultonstraﬂe,Fultonstraﬂe,"25, 26",369,
OEFFHALTESTOGD.2441,2441,POINT (16.407839443984482 48.254980569636935),Hoﬂplatz,Hoﬂplatz,"25, 26",551,
OEFFHALTESTOGD.2442,2442,POINT (16.313166637222253 48.18811630809333),Schloss Schˆnbrunn,Schloss Schˆnbrunn,"10, 58",1176,
OEFFHALTESTOGD.2443,2443,POINT (16.383214347344964 48.21121733084773),Julius-Raab-Platz,Julius-Raab-Platz,1,619,
OEFFHALTESTOGD.2444,2444,POINT (16.367037869665534 48.25801690118468),Sickenberggasse,Sickenberggasse,D,1231,
OEFFHALTESTOGD.2445,2445,POINT (16.290867815339464 48.1709159102597),Wattmanngasse,Wattmanngasse,62,1453,
OEFFHALTESTOGD.2446,2446,POINT (16.369776652906896 48.236206296250856),J‰gerstraﬂe,J‰gerstraﬂe,31,1667,
OEFFHALTESTOGD.2447,2447,POINT (16.362115351495042 48.162056504793014),Sahulkastraﬂe,Sahulkastraﬂe,67,1140,
OEFFHALTESTOGD.2448,2448,POINT (16.348831296375614 48.21517733510648),Skodagasse,Skodagasse,"43, 44",1267,
OEFFHALTESTOGD.2449,2449,POINT (16.45258188696266 48.15162461218835),Zentralfriedhof 4.Tor,Zentralfriedhof 4.Tor,6,1523,
OEFFHALTESTOGD.2450,2450,POINT (16.38038135632171 48.18781951999603),Quartier Belvedere,Quartier Belvedere,"18, O",1346,
OEFFHALTESTOGD.2451,2451,POINT (16.351718058369396 48.218911939358534),Lazarettgasse,Lazarettgasse,"33, 5",762,
OEFFHALTESTOGD.2452,2452,POINT (16.306718604254915 48.22283098861865),Liebknechtgasse,Liebknechtgasse,"10, 44",784,
OEFFHALTESTOGD.2453,2453,POINT (16.359624947657398 48.20676591678319),Dr.-Karl-Renner-Ring,Dr.-Karl-Renner-Ring,"46, 49",246,
OEFFHALTESTOGD.2454,2454,POINT (16.34370056164867 48.22196665605882),Michelbeuern-AKH,Michelbeuern-AKH,42,874,
OEFFHALTESTOGD.2455,2455,POINT (16.338571140443367 48.20855041297937),Thaliastraﬂe,Thaliastraﬂe,46,1372,
OEFFHALTESTOGD.2456,2456,POINT (16.302412709622615 48.19811397970686),Leyserstraﬂe,Leyserstraﬂe,49,780,
OEFFHALTESTOGD.2457,2457,POINT (16.369793314818658 48.169220085130114),Laxenburger Straﬂe/Troststraﬂe,Laxenburger Straﬂe/Troststraﬂe,"67, O",760,
OEFFHALTESTOGD.2458,2458,POINT (16.373752698362985 48.21417804698984),Salztorbr¸cke,Salztorbr¸cke,1,1145,
OEFFHALTESTOGD.2459,2459,POINT (16.410603652873558 48.17946239130154),Zippererstraﬂe,Zippererstraﬂe,71,399,
OEFFHALTESTOGD.2460,2460,POINT (16.364280552034803 48.169719298194444),Troststraﬂe/Neilreichgasse,Troststraﬂe/Neilreichgasse,"67, O",1393,
OEFFHALTESTOGD.2461,2461,POINT (16.420467426609726 48.297947382573255),Stammersdorf,Stammersdorf,"30, 31",1308,
OEFFHALTESTOGD.2462,2462,POINT (16.370271363067292 48.22590276752494),Gauﬂplatz,Gauﬂplatz,31,380,
OEFFHALTESTOGD.2463,2463,POINT (16.40585853101927 48.27152882332864),Shuttleworthstraﬂe,Shuttleworthstraﬂe,"30, 31",1229,
OEFFHALTESTOGD.2464,2464,POINT (16.294932522471903 48.19725344491998),H¸tteldorfer Straﬂe/L¸tzowgasse,H¸tteldorfer Straﬂe/L¸tzowgasse,49,472,
OEFFHALTESTOGD.2465,2465,POINT (16.374583002925235 48.18604948581594),Hauptbahnhof,Hauptbahnhof,"18, O",1349,
OEFFHALTESTOGD.2466,2466,POINT (16.279921568111597 48.16360882291058),Riedelgasse,Riedelgasse,60,1100,
OEFFHALTESTOGD.2467,2467,POINT (16.389980816926734 48.22108678255222),M¸hlfeldgasse,M¸hlfeldgasse,5,899,
OEFFHALTESTOGD.2468,2468,POINT (16.33408068271105 48.2251703887317),Vinzenzgasse,Vinzenzgasse,"42, 9",1426,
OEFFHALTESTOGD.2469,2469,POINT (16.36647171980823 48.19052915832114),Johann-Strauﬂ-Gasse,Johann-Strauﬂ-Gasse,"1, 62",604,
OEFFHALTESTOGD.2470,2470,POINT (16.391503317925622 48.21388334434356),Franzensbr¸cke,Franzensbr¸cke,O,348,
OEFFHALTESTOGD.2471,2471,POINT (16.311312679850758 48.21368271599126),Weinheimergasse,Weinheimergasse,2,1865,
OEFFHALTESTOGD.2472,2472,POINT (16.32652417850675 48.214086207577836),Teichgasse,Teichgasse,"44, 9",1367,
OEFFHALTESTOGD.2473,2473,POINT (16.370000184528326 48.20208150433266),K‰rntner Ring/Oper,K‰rntner Ring/Oper,62,975,
OEFFHALTESTOGD.2474,2474,POINT (16.26783841209416 48.13874008800234),Breitenfurter Str/Liesingbr,Breitenfurter Str/Liesingbr,60,1695,
OEFFHALTESTOGD.2475,2475,POINT (16.31791105031951 48.2389567186679),Gersthofer Straﬂe/Scheibenbergstraﬂe,Gersthofer Straﬂe/Scheibenbergstraﬂe,41,1202,
OEFFHALTESTOGD.2476,2476,POINT (16.468764803848423 48.15720614694438),Valiergasse,Valiergasse,6,1418,
OEFFHALTESTOGD.2477,2477,POINT (16.370970105520083 48.23021262874667),Wallensteinplatz,Wallensteinplatz,33,1443,
OEFFHALTESTOGD.2478,2478,POINT (16.36273931690749 48.248929456400084),"Heiligenstadt, 12.-Februar-Platz","Heiligenstadt, 12.-Februar-Platz",D,301,
OEFFHALTESTOGD.2479,2479,POINT (16.40064254138599 48.2625945380883),Floridsdorfer Markt,Floridsdorfer Markt,"30, 31",1186,
OEFFHALTESTOGD.2480,2480,POINT (16.29156313703918 48.182978056167975),Gloriettegasse,Gloriettegasse,60,408,
OEFFHALTESTOGD.2481,2481,POINT (16.42067999498442 48.25316408613328),Carminweg,Carminweg,"25, 26",21,
OEFFHALTESTOGD.2482,2482,POINT (16.459236379001403 48.15508842428109),Leberberg,Leberberg,6,1670,
OEFFHALTESTOGD.2483,2483,POINT (16.380840549219627 48.18296771312048),Alfred-Adler-Straﬂe,Alfred-Adler-Straﬂe,D,1016,
OEFFHALTESTOGD.2484,2484,POINT (16.3834760982458 48.28760817430796),Ruﬂbergstraﬂe,Ruﬂbergstraﬂe,26,1135,
OEFFHALTESTOGD.2485,2485,POINT (16.332258236312132 48.19940819254428),Beingasse,Beingasse,"49, 9",458,
OEFFHALTESTOGD.2486,2486,POINT (16.35922933041835 48.217222571303765),Schwarzspanierstraﬂe,Schwarzspanierstraﬂe,"37, 38, 40, 41, 42",1197,
OEFFHALTESTOGD.2487,2487,POINT (16.433673458797593 48.15881795570044),Zentralfriedhof 1.Tor,Zentralfriedhof 1.Tor,"6, 71",1520,
OEFFHALTESTOGD.2488,2488,POINT (16.355168853266907 48.1562484255756),Otto-Probst-Straﬂe,Otto-Probst-Straﬂe,67,987,
OEFFHALTESTOGD.2489,2489,POINT (16.28512817977575 48.17387202666392),Preyergasse/Speising,Preyergasse/Speising,60,1283,
OEFFHALTESTOGD.2490,2490,POINT (16.380842645104718 48.2189759644891),Taborstraﬂe,Taborstraﬂe,2,1891,
OEFFHALTESTOGD.2491,2491,POINT (16.379179630675093 48.19192403115553),Schloss Belvedere,Schloss Belvedere,D,1173,
OEFFHALTESTOGD.2492,2492,POINT (16.40395514123234 48.26837199872126),Br¸nner Straﬂe,Br¸nner Straﬂe,"30, 31",176,
OEFFHALTESTOGD.2493,2493,POINT (16.329290372540733 48.213788884337994),Frauengasse,Frauengasse,44,977,
OEFFHALTESTOGD.2494,2494,POINT (16.325581383416186 48.21054090800036),Thaliastraﬂe/Feﬂtgasse,Thaliastraﬂe/Feﬂtgasse,46,1374,
OEFFHALTESTOGD.2495,2495,POINT (16.40798091960284 48.18175754225896),Molitorgasse,Molitorgasse,71,885,
OEFFHALTESTOGD.2496,2496,POINT (16.287571060810343 48.196847490441776),Seckendorfstraﬂe,Seckendorfstraﬂe,49,1014,
OEFFHALTESTOGD.2497,2497,POINT (16.330919035609575 48.17444123092964),Meidling,Meidling,62,1015,
OEFFHALTESTOGD.2498,2498,POINT (16.337540121604977 48.20137665679286),Urban-Loritz-Platz,Urban-Loritz-Platz,"18, 6",1413,
OEFFHALTESTOGD.2499,2499,POINT (16.354338074982323 48.23141673137291),Nuﬂdorfer Straﬂe,Nuﬂdorfer Straﬂe,"37, 38",950,
OEFFHALTESTOGD.2500,2500,POINT (16.387387933567325 48.19904918674153),Ungargasse/Neulinggasse,Ungargasse/Neulinggasse,O,929,
OEFFHALTESTOGD.2501,2501,POINT (16.401896731533856 48.26480699121896),Bahnsteggasse,Bahnsteggasse,"30, 31",1554,
OEFFHALTESTOGD.2502,2502,POINT (16.29641931965905 48.17052592703695),Atzgersdorfer Straﬂe,Atzgersdorfer Straﬂe,62,96,
OEFFHALTESTOGD.2503,2503,POINT (16.407650147651978 48.194080361243984),Schlachthausgasse,Schlachthausgasse,18,1199,
OEFFHALTESTOGD.2504,2504,POINT (16.32686576624083 48.23206506325355),Wallriﬂstraﬂe,Wallriﬂstraﬂe,9,1446,
OEFFHALTESTOGD.2505,2505,POINT (16.4376695852651 48.23622610154525),Arminenstraﬂe,Arminenstraﬂe,25,81,
OEFFHALTESTOGD.2506,2506,POINT (16.430647337166057 48.23959452620173),Kagraner Br¸cke,Kagraner Br¸cke,25,631,
OEFFHALTESTOGD.2507,2507,POINT (16.452905352965768 48.22969385783002),Erzherzog-Karl-Straﬂe,Erzherzog-Karl-Straﬂe,25,288,
OEFFHALTESTOGD.2508,2508,POINT (16.277361819633356 48.19797738611763),H¸tteldorfer Straﬂe/Hochsatzengasse,H¸tteldorfer Straﬂe/Hochsatzengasse,49,534,
OEFFHALTESTOGD.2509,2509,POINT (16.322782025821976 48.23732566858585),Erndtgasse,Erndtgasse,41,287,
OEFFHALTESTOGD.2510,2510,POINT (16.26910417203853 48.15112717241846),Maurer Hauptplatz,Maurer Hauptplatz,60,854,
OEFFHALTESTOGD.2511,2511,POINT (16.388132425370628 48.27721084163657),Autokaderstraﬂe,Autokaderstraﬂe,26,102,
OEFFHALTESTOGD.2512,2512,POINT (16.355366293564742 48.25154203258592),Hohe Warte,Hohe Warte,37,540,
OEFFHALTESTOGD.2513,2513,POINT (16.37393862467545 48.17559344119304),Quellenplatz,Quellenplatz,"6, 67",1058,
OEFFHALTESTOGD.2596,2596,POINT (16.367173558486602 48.260085293092764),Nuﬂdorf,Nuﬂdorf,D,948,
OEFFHALTESTOGD.2597,2597,POINT (16.31331524935794 48.21693279830823),Rˆmergasse,Rˆmergasse,44,1136,
OEFFHALTESTOGD.2598,2598,POINT (16.32590084839247 48.2129888401636),Johann-Nepomuk-Berger-Platz,Johann-Nepomuk-Berger-Platz,"2, 9",602,
OEFFHALTESTOGD.2599,2599,POINT (16.389939140078514 48.17416685873367),Absberggasse,Absberggasse,6,1,
OEFFHALTESTOGD.2600,2600,POINT (16.364961009555476 48.21564198338394),Bˆrse,Bˆrse,71,195,
OEFFHALTESTOGD.2601,2601,POINT (16.352904674291132 48.2337711904679),Glatzgasse,Glatzgasse,37,405,
OEFFHALTESTOGD.2602,2602,POINT (16.35408079229278 48.168168008467234),Stefan-Fadinger-Platz,Stefan-Fadinger-Platz,1,1312,
OEFFHALTESTOGD.2603,2603,POINT (16.327031829991363 48.23521330482052),T¸rkenschanzplatz,T¸rkenschanzplatz,41,1397,
OEFFHALTESTOGD.2604,2604,POINT (16.38660598970774 48.20747969543505),Marxergasse,Marxergasse,O,845,
OEFFHALTESTOGD.2605,2605,POINT (16.37711296114219 48.194542348877725),Plˆﬂlgasse,Plˆﬂlgasse,D,1025,
OEFFHALTESTOGD.2606,2606,POINT (16.309059614238386 48.1672679682154),Schloss Hetzendorf,Schloss Hetzendorf,62,1174,
OEFFHALTESTOGD.2607,2607,POINT (16.331964295683864 48.191758186979),Kranzgasse,Kranzgasse,"52, 58",712,
OEFFHALTESTOGD.2608,2608,POINT (16.35462487776087 48.238901925025374),Dˆblinger Hauptstraﬂe/Gatterburggasse,Dˆblinger Hauptstraﬂe/Gatterburggasse,37,135,
OEFFHALTESTOGD.2609,2609,POINT (16.38683581749723 48.194417366213585),Rennweg,Rennweg,71,1091,
OEFFHALTESTOGD.2610,2610,POINT (16.386519092317137 48.1949049037744),Rennweg,Rennweg,O,1091,
OEFFHALTESTOGD.2611,2611,POINT (16.386364072950958 48.19427783191286),Rennweg,Rennweg,O,1091,
OEFFHALTESTOGD.2612,2612,POINT (16.400230432928314 48.18845895315406),Sankt Marx,Sankt Marx,71,1425,
OEFFHALTESTOGD.2613,2613,POINT (16.4061313418458 48.18335535044929),Litfaﬂstraﬂe,Litfaﬂstraﬂe,71,805,
OEFFHALTESTOGD.2614,2614,POINT (16.381410198785886 48.18765868430583),Quartier Belvedere,Quartier Belvedere,D,1346,
OEFFHALTESTOGD.2615,2615,POINT (16.375499632723116 48.19713786558573),Guﬂhausstraﬂe,Guﬂhausstraﬂe,D,446,
OEFFHALTESTOGD.2616,2616,POINT (16.35739937490671 48.229906868544084),Augasse,Augasse,D,99,
OEFFHALTESTOGD.2617,2617,POINT (16.373596981561587 48.17623550607455),Quellenplatz,Quellenplatz,O,1058,
OEFFHALTESTOGD.2618,2618,POINT (16.38540380429951 48.1882436446812),Fasangasse,Fasangasse,18,300,
OEFFHALTESTOGD.2619,2619,POINT (16.385215170464125 48.18868644855794),Fasangasse,Fasangasse,O,300,
OEFFHALTESTOGD.2620,2620,POINT (16.38645684585239 48.21119781036219),Hintere Zollamtsstraﬂe,Hintere Zollamtsstraﬂe,1,527,
OEFFHALTESTOGD.2621,2621,POINT (16.387380937623263 48.21113961677429),Hintere Zollamtsstraﬂe,Hintere Zollamtsstraﬂe,"1, O",527,
OEFFHALTESTOGD.2622,2622,POINT (16.390474858750025 48.2112693277778),Radetzkyplatz,Radetzkyplatz,O,1063,
OEFFHALTESTOGD.2623,2623,POINT (16.43076429830271 48.25120591799318),Josef-Baumann-Gasse,Josef-Baumann-Gasse,26,607,
OEFFHALTESTOGD.2624,2624,POINT (16.33614929252586 48.214768496578344),Yppengasse,Yppengasse,44,124,
OEFFHALTESTOGD.2625,2625,POINT (16.3464503671709 48.21538915013453),Br¸nnlbadgasse,Br¸nnlbadgasse,44,178,
OEFFHALTESTOGD.2626,2626,POINT (16.328780658632763 48.213694898906546),Frauengasse,Frauengasse,44,977,
OEFFHALTESTOGD.2627,2627,POINT (16.319814442245566 48.216190021271274),Wilhelminenstraﬂe/Wattgasse,Wilhelminenstraﬂe/Wattgasse,44,1490,
OEFFHALTESTOGD.2628,2628,POINT (16.313903002098417 48.21684343825073),Rˆmergasse,Rˆmergasse,44,1136,
OEFFHALTESTOGD.2629,2629,POINT (16.30682458445249 48.22241337260644),Liebknechtgasse,Liebknechtgasse,"10, 44",784,
OEFFHALTESTOGD.2630,2630,POINT (16.448691758630662 48.24871664600092),Kraygasse,Kraygasse,26,716,
OEFFHALTESTOGD.2631,2631,POINT (16.453000631071486 48.2480406808562),Forstnergasse,Forstnergasse,26,938,
OEFFHALTESTOGD.2632,2632,POINT (16.462183302298627 48.245634194451156),Gewerbepark Stadlau,Gewerbepark Stadlau,26,1786,
OEFFHALTESTOGD.2633,2633,POINT (16.468986097898476 48.2428494582253),S¸ﬂenbrunner Str./Oberfeldgasse,S¸ﬂenbrunner Str./Oberfeldgasse,26,1595,
OEFFHALTESTOGD.2634,2634,POINT (16.473799442618468 48.24103149692478),Oberfeldgasse/Spargelfeldstraﬂe,Oberfeldgasse/Spargelfeldstraﬂe,26,966,
OEFFHALTESTOGD.2635,2635,POINT (16.47817300850877 48.23991574946294),Ziegelhofstraﬂe/Oberfeldgasse,Ziegelhofstraﬂe/Oberfeldgasse,26,965,
OEFFHALTESTOGD.2636,2636,POINT (16.482156062997745 48.2399883365362),Prinzgasse,Prinzgasse,26,1048,
OEFFHALTESTOGD.2637,2637,POINT (16.484280569613283 48.23904176131146),Zanggasse,Zanggasse,26,38,
OEFFHALTESTOGD.2638,2638,POINT (16.48847302206572 48.23673451014327),Am Heidjˆchl,Am Heidjˆchl,26,39,
OEFFHALTESTOGD.2639,2639,POINT (16.487149306455002 48.233590210398745),Hausfeldstraﬂe,Hausfeldstraﬂe,26,487,
OEFFHALTESTOGD.2640,2640,POINT (16.38165642608003 48.152686981159036),Per-Albin-Hansson-Siedlung,Per-Albin-Hansson-Siedlung,67,2952,
OEFFHALTESTOGD.2641,2641,POINT (16.38936299644546 48.17385419440426),Absberggasse,Absberggasse,6,1,
OEFFHALTESTOGD.2642,2642,POINT (16.365149179995548 48.176190056802625),Neilreichgasse,Neilreichgasse,6,914,
OEFFHALTESTOGD.2643,2643,POINT (16.36145854075815 48.17644796353485),Bernhardtstalgasse,Bernhardtstalgasse,6,1598,
OEFFHALTESTOGD.2644,2644,POINT (16.408265130372257 48.19500820063698),Erdbergstr./Schlachthausg.,Erdbergstr./Schlachthausg.,18,283,
OEFFHALTESTOGD.2645,2645,POINT (16.279396117227847 48.16300431416623),Riedelgasse,Riedelgasse,60,1100,
OEFFHALTESTOGD.2646,2646,POINT (16.323342349107357 48.190412735832545),"Rudolfsheim, Ansch¸tzgasse","Rudolfsheim, Ansch¸tzgasse","52, 58",67,
OEFFHALTESTOGD.2647,2647,POINT (16.398945846229253 48.25547618461884),Floridsdorf,Floridsdorf,"25, 30",334,
OEFFHALTESTOGD.2648,2648,POINT (16.33755311986587 48.20217207075246),Burggasse-Stadthalle,Burggasse-Stadthalle,6,188,
OEFFHALTESTOGD.2649,2649,POINT (16.321014111810566 48.190087403536864),Winckelmannstraﬂe,Winckelmannstraﬂe,"52, 58",1493,
OEFFHALTESTOGD.2650,2650,POINT (16.449976827585495 48.23109611743028),Polgarstraﬂe,Polgarstraﬂe,25,1031,
OEFFHALTESTOGD.2651,2651,POINT (16.379481286483607 48.24405248876097),Friedrich-Engels-Platz,Friedrich-Engels-Platz,"2, 31, 33",363,
OEFFHALTESTOGD.2652,2652,POINT (16.354834020432342 48.228081655779),Canisiusgasse,Canisiusgasse,"37, 38",202,
OEFFHALTESTOGD.2653,2653,POINT (16.371883671131993 48.171883437107454),Arthaberplatz,Arthaberplatz,"67, O",86,
OEFFHALTESTOGD.2654,2654,POINT (16.318354615974126 48.232406140412586),Scheibenbergstraﬂe,Scheibenbergstraﬂe,40,1161,
OEFFHALTESTOGD.2655,2655,POINT (16.36393435968182 48.251937458291266),Halteraugasse,Halteraugasse,D,468,
OEFFHALTESTOGD.2656,2656,POINT (16.35657681187373 48.232539010302155),Liechtenwerder Platz,Liechtenwerder Platz,D,786,
OEFFHALTESTOGD.2657,2657,POINT (16.37917208514883 48.23726011847811),Dresdner Straﬂe,Dresdner Straﬂe,2,500,
OEFFHALTESTOGD.2658,2658,POINT (16.319532894215182 48.199014691824715),Johnstraﬂe,Johnstraﬂe,49,606,
OEFFHALTESTOGD.2659,2659,POINT (16.274242794426385 48.17519652071548),"Lainz, Wolkersbergenstraﬂe","Lainz, Wolkersbergenstraﬂe",62,1505,
OEFFHALTESTOGD.2660,2660,POINT (16.341932095879265 48.255260943483),Grinzing,Grinzing,38,426,
OEFFHALTESTOGD.2661,2661,POINT (16.399582135924827 48.175035048006606),Geiereckstraﬂe,Geiereckstraﬂe,6,382,
